"183"	"59"	"BARINITAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"184"	"59"	"ALTAMIRA DE CÁCERES"	"1"	"2022-06-05 13:13:47"	\N	\N
"185"	"59"	"CALDERAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"186"	"60"	"BARRANCAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"187"	"60"	"EL SOCORRO"	"1"	"2022-06-05 13:13:47"	\N	\N
"188"	"60"	"MAZPARRITO"	"1"	"2022-06-05 13:13:47"	\N	\N
"189"	"61"	"SANTA BÁRBARA"	"1"	"2022-06-05 13:13:47"	\N	\N
"190"	"61"	"PEDRO BRICEÑO MÉNDEZ"	"1"	"2022-06-05 13:13:47"	\N	\N
"191"	"61"	"RAMÓN IGNACIO MÉNDEZ"	"1"	"2022-06-05 13:13:47"	\N	\N
"192"	"61"	"JOSÉ IGNACIO DEL PUMAR"	"1"	"2022-06-05 13:13:47"	\N	\N
"193"	"62"	"OBISPOS"	"1"	"2022-06-05 13:13:47"	\N	\N
"194"	"62"	"GUASIMITOS"	"1"	"2022-06-05 13:13:47"	\N	\N
"195"	"62"	"EL REAL"	"1"	"2022-06-05 13:13:47"	\N	\N
"196"	"62"	"LA LUZ"	"1"	"2022-06-05 13:13:47"	\N	\N
"197"	"63"	"CIUDAD BOLÍVIA"	"1"	"2022-06-05 13:13:47"	\N	\N
"198"	"63"	"JOSÉ IGNACIO BRICEÑO"	"1"	"2022-06-05 13:13:47"	\N	\N
"199"	"63"	"JOSÉ FÉLIX RIBAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"200"	"63"	"PÁEZ"	"1"	"2022-06-05 13:13:47"	\N	\N
"201"	"64"	"LIBERTAD"	"1"	"2022-06-05 13:13:47"	\N	\N
"202"	"64"	"DOLORES"	"1"	"2022-06-05 13:13:47"	\N	\N
"203"	"64"	"SANTA ROSA"	"1"	"2022-06-05 13:13:47"	\N	\N
"204"	"64"	"PALACIO FAJARDO"	"1"	"2022-06-05 13:13:47"	\N	\N
"205"	"65"	"CIUDAD DE NUTRIAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"206"	"65"	"EL REGALO"	"1"	"2022-06-05 13:13:47"	\N	\N
"207"	"65"	"PUERTO NUTRIAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"208"	"65"	"SANTA CATALINA"	"1"	"2022-06-05 13:13:47"	\N	\N
"209"	"66"	"CACHAMAY"	"1"	"2022-06-05 13:13:47"	\N	\N
"210"	"66"	"CHIRICA"	"1"	"2022-06-05 13:13:47"	\N	\N
"211"	"66"	"DALLA COSTA"	"1"	"2022-06-05 13:13:47"	\N	\N
"212"	"66"	"ONCE DE ABRIL"	"1"	"2022-06-05 13:13:47"	\N	\N
"213"	"66"	"SIMÓN BOLÍVAR"	"1"	"2022-06-05 13:13:47"	\N	\N
"214"	"66"	"UNARE"	"1"	"2022-06-05 13:13:47"	\N	\N
"215"	"66"	"UNIVERSIDAD"	"1"	"2022-06-05 13:13:47"	\N	\N
"216"	"66"	"VISTA AL SOL"	"1"	"2022-06-05 13:13:47"	\N	\N
"217"	"66"	"POZO VERDE"	"1"	"2022-06-05 13:13:47"	\N	\N
"218"	"66"	"YOCOIMA"	"1"	"2022-06-05 13:13:47"	\N	\N
"219"	"66"	"5 DE JULIO"	"1"	"2022-06-05 13:13:47"	\N	\N
"220"	"67"	"CEDEÑO"	"1"	"2022-06-05 13:13:47"	\N	\N
"221"	"67"	"ALTAGRACIA"	"1"	"2022-06-05 13:13:47"	\N	\N
"222"	"67"	"ASCENSIÓN FARRERAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"223"	"67"	"GUANIAMO"	"1"	"2022-06-05 13:13:47"	\N	\N
"224"	"67"	"LA URBANA"	"1"	"2022-06-05 13:13:47"	\N	\N
"225"	"67"	"PIJIGUAOS"	"1"	"2022-06-05 13:13:47"	\N	\N
"226"	"68"	"EL CALLAO"	"1"	"2022-06-05 13:13:47"	\N	\N
"227"	"69"	"GRAN SABANA"	"1"	"2022-06-05 13:13:47"	\N	\N
"228"	"69"	"IKABARÚ"	"1"	"2022-06-05 13:13:47"	\N	\N
"229"	"70"	"CATEDRAL"	"1"	"2022-06-05 13:13:47"	\N	\N
"230"	"70"	"ZEA"	"1"	"2022-06-05 13:13:47"	\N	\N
"231"	"70"	"ORINOCO"	"1"	"2022-06-05 13:13:47"	\N	\N
"232"	"70"	"JOSÉ ANTONIO PÁEZ"	"1"	"2022-06-05 13:13:47"	\N	\N
"233"	"70"	"MARHUANTA"	"1"	"2022-06-05 13:13:47"	\N	\N
"234"	"70"	"AGUA SALADA"	"1"	"2022-06-05 13:13:47"	\N	\N
"235"	"70"	"VISTA HERMOSA"	"1"	"2022-06-05 13:13:47"	\N	\N
"236"	"70"	"LA SABANITA"	"1"	"2022-06-05 13:13:47"	\N	\N
"237"	"70"	"PANAPANA"	"1"	"2022-06-05 13:13:47"	\N	\N
"238"	"71"	"ANDRÉS ELOY BLANCO"	"1"	"2022-06-05 13:13:47"	\N	\N
"239"	"71"	"PEDRO COVA"	"1"	"2022-06-05 13:13:47"	\N	\N
"240"	"72"	"RAÚL LEONI"	"1"	"2022-06-05 13:13:47"	\N	\N
"241"	"72"	"BARCELONETA"	"1"	"2022-06-05 13:13:47"	\N	\N
"242"	"72"	"SANTA BÁRBARA"	"1"	"2022-06-05 13:13:47"	\N	\N
"243"	"72"	"SAN FRANCISCO"	"1"	"2022-06-05 13:13:47"	\N	\N
"244"	"73"	"ROSCIO"	"1"	"2022-06-05 13:13:47"	\N	\N
"245"	"73"	"SALÓM"	"1"	"2022-06-05 13:13:47"	\N	\N
"246"	"74"	"SIFONTES"	"1"	"2022-06-05 13:13:47"	\N	\N
"247"	"74"	"DALLA COSTA"	"1"	"2022-06-05 13:13:47"	\N	\N
"248"	"74"	"SAN ISIDRO"	"1"	"2022-06-05 13:13:47"	\N	\N
"249"	"75"	"SUCRE"	"1"	"2022-06-05 13:13:47"	\N	\N
"250"	"75"	"ARIPAO"	"1"	"2022-06-05 13:13:47"	\N	\N
"251"	"75"	"GUARATARO"	"1"	"2022-06-05 13:13:47"	\N	\N
"252"	"75"	"LAS MAJADAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"253"	"75"	"MOITACO"	"1"	"2022-06-05 13:13:47"	\N	\N
"254"	"76"	"PADRE PEDRO CHIEN"	"1"	"2022-06-05 13:13:47"	\N	\N
"255"	"76"	"RÍO GRANDE"	"1"	"2022-06-05 13:13:47"	\N	\N
"256"	"77"	"BEJUMA"	"1"	"2022-06-05 13:13:47"	\N	\N
"257"	"77"	"CANOABO"	"1"	"2022-06-05 13:13:47"	\N	\N
"258"	"77"	"SIMÓN BOLÍVAR"	"1"	"2022-06-05 13:13:47"	\N	\N
"259"	"78"	"GÜIGÜE"	"1"	"2022-06-05 13:13:47"	\N	\N
"260"	"78"	"CARABOBO"	"1"	"2022-06-05 13:13:47"	\N	\N
"261"	"78"	"TACARIGUA"	"1"	"2022-06-05 13:13:47"	\N	\N
"262"	"79"	"MARIARA"	"1"	"2022-06-05 13:13:47"	\N	\N
"263"	"79"	"AGUAS CALIENTES"	"1"	"2022-06-05 13:13:47"	\N	\N
"264"	"80"	"CIUDAD ALIANZA"	"1"	"2022-06-05 13:13:47"	\N	\N
"265"	"80"	"GUACARA"	"1"	"2022-06-05 13:13:47"	\N	\N
"266"	"80"	"YAGUA"	"1"	"2022-06-05 13:13:47"	\N	\N
"267"	"81"	"MORÓN"	"1"	"2022-06-05 13:13:47"	\N	\N
"268"	"81"	"YAGUA"	"1"	"2022-06-05 13:13:47"	\N	\N
"269"	"82"	"TOCUYITO"	"1"	"2022-06-05 13:13:47"	\N	\N
"270"	"82"	"INDEPENDENCIA"	"1"	"2022-06-05 13:13:47"	\N	\N
"271"	"83"	"LOS GUAYOS"	"1"	"2022-06-05 13:13:47"	\N	\N
"272"	"84"	"MIRANDA"	"1"	"2022-06-05 13:13:47"	\N	\N
"273"	"85"	"MONTALBÁN"	"1"	"2022-06-05 13:13:47"	\N	\N
"274"	"86"	"NAGUANAGUA"	"1"	"2022-06-05 13:13:47"	\N	\N
"275"	"87"	"BARTOLOMÉ SALÓM"	"1"	"2022-06-05 13:13:47"	\N	\N
"276"	"87"	"DEMOCRACIA"	"1"	"2022-06-05 13:13:47"	\N	\N
"277"	"87"	"FRATERNIDAD"	"1"	"2022-06-05 13:13:47"	\N	\N
"278"	"87"	"GOAIGOAZA"	"1"	"2022-06-05 13:13:47"	\N	\N
"279"	"87"	"JUAN JOSÉ FLORES"	"1"	"2022-06-05 13:13:47"	\N	\N
"280"	"87"	"UNIÓN"	"1"	"2022-06-05 13:13:47"	\N	\N
"281"	"87"	"BORBURATA"	"1"	"2022-06-05 13:13:47"	\N	\N
"282"	"87"	"PATANEMO"	"1"	"2022-06-05 13:13:47"	\N	\N
"283"	"88"	"SAN DIEGO"	"1"	"2022-06-05 13:13:47"	\N	\N
"284"	"89"	"SAN JOAQUÍN"	"1"	"2022-06-05 13:13:47"	\N	\N
"285"	"90"	"CANDELARIA"	"1"	"2022-06-05 13:13:47"	\N	\N
"286"	"90"	"CATEDRAL"	"1"	"2022-06-05 13:13:47"	\N	\N
"287"	"90"	"EL SOCORRO"	"1"	"2022-06-05 13:13:47"	\N	\N
"288"	"90"	"MIGUEL PEÑA"	"1"	"2022-06-05 13:13:47"	\N	\N
"289"	"90"	"RAFAEL URDANETA"	"1"	"2022-06-05 13:13:47"	\N	\N
"290"	"90"	"SAN BLAS"	"1"	"2022-06-05 13:13:47"	\N	\N
"291"	"90"	"SAN JOSÉ"	"1"	"2022-06-05 13:13:47"	\N	\N
"292"	"90"	"SANTA ROSA"	"1"	"2022-06-05 13:13:47"	\N	\N
"293"	"90"	"NEGRO PRIMERO"	"1"	"2022-06-05 13:13:47"	\N	\N
"294"	"91"	"COJEDES"	"1"	"2022-06-05 13:13:47"	\N	\N
"295"	"91"	"JUAN DE MATA SUÁREZ"	"1"	"2022-06-05 13:13:47"	\N	\N
"296"	"92"	"TINAQUILLO"	"1"	"2022-06-05 13:13:47"	\N	\N
"297"	"93"	"EL BAÚL"	"1"	"2022-06-05 13:13:47"	\N	\N
"298"	"93"	"SUCRE"	"1"	"2022-06-05 13:13:47"	\N	\N
"299"	"94"	"LA AGUADITA"	"1"	"2022-06-05 13:13:47"	\N	\N
"300"	"94"	"MACAPO"	"1"	"2022-06-05 13:13:47"	\N	\N
"301"	"95"	"EL PAO"	"1"	"2022-06-05 13:13:47"	\N	\N
"302"	"96"	"EL AMPARO"	"1"	"2022-06-05 13:13:47"	\N	\N
"303"	"96"	"LIBERTAD DE COJEDES"	"1"	"2022-06-05 13:13:47"	\N	\N
"304"	"97"	"RÓMULO GALLEGOS"	"1"	"2022-06-05 13:13:47"	\N	\N
"305"	"98"	"SAN CARLOS DE AUSTRIA"	"1"	"2022-06-05 13:13:47"	\N	\N
"306"	"98"	"JUAN ÁNGEL BRAVO"	"1"	"2022-06-05 13:13:47"	\N	\N
